rank,personName,age,finalWorth,category,countryOfCitizenship,selfMade,gender,continent,Age Classification
343,Deng Weiming & family,53,7000,Manufacturing,China,TRUE,M,Asia,middle age
343,Judy Faulkner,78,7000,Technology,United States,TRUE,F,North America,old age
343,Robin Li,53,7000,Technology,China,TRUE,M,Asia,middle age
343,Carrie Perrodo & family,71,7000,Energy,France,FALSE,F,Europe,old age
343,David Reuben,83,7000,Real Estate,United Kingdom,TRUE,M,Europe,old age
343,Simon Reuben,80,7000,Diversified,United Kingdom,TRUE,M,Europe,old age
343,Seo Jung-jin,64,7000,Healthcare,South Korea,TRUE,M,Asia,old age
350,Roman Abramovich,55,6900,Diversified,Russia,TRUE,M,Europe,middle age
350,Micky Arison,72,6900,Service,United States,FALSE,M,North America,old age
350,Edythe Broad & family,86,6900,Diversified,United States,FALSE,F,North America,old age
350,Terry Gou,71,6900,Technology,Taiwan,TRUE,M,Asia,old age
350,Jiang Bin,55,6900,Technology,China,TRUE,M,Asia,middle age
350,Vinod Khosla,67,6900,Technology,United States,TRUE,M,North America,old age
350,Ralph Lauren,82,6900,Fashion & Retail,United States,TRUE,M,North America,old age
350,Douglas Leone,64,6900,Finance & Investments,United States,TRUE,M,North America,old age
350,Lucia Maggi & family,89,6900,Diversified,Brazil,TRUE,F,South America,old age
350,Horst Julius Pudwill,77,6900,Manufacturing,Germany,TRUE,M,Europe,old age
350,Abdulsamad Rabiu,61,6900,Diversified,Nigeria,FALSE,M,Africa,old age
350,Harry Stine,80,6900,Food & Beverage,United States,TRUE,M,North America,old age
350,Dennis Washington,87,6900,Logistics,United States,TRUE,M,North America,old age
363,Hasmukh Chudgar & family,88,6800,Healthcare,India,TRUE,M,Asia,old age
363,Stanley Druckenmiller,68,6800,Finance & Investments,United States,TRUE,M,North America,old age
363,Jonathan Gray,52,6800,Finance & Investments,United States,TRUE,M,North America,middle age
363,Kwon Hyuk-bin,48,6800,Technology,South Korea,TRUE,M,Asia,middle age
363,Frank Lowy,91,6800,Real Estate,Australia,TRUE,M,Australia,old age
363,Ronda Stryker,67,6800,Healthcare,United States,FALSE,F,North America,old age
369,Alejandro Bailleres Gual & siblings,61,6700,Diversified,Mexico,FALSE,,North America,old age
369,Benu Gopal Bangur,90,6700,Manufacturing,India,FALSE,M,Asia,old age
369,James Goodnight,79,6700,Technology,United States,TRUE,M,North America,old age
369,Alain Merieux & family,84,6700,Healthcare,France,FALSE,M,Europe,old age
369,Enrique Razon Jr.,62,6700,Logistics,Philippines,FALSE,M,Asia,old age
369,Robert F. Smith,59,6700,Finance & Investments,United States,TRUE,M,North America,middle age
375,Brian Armstrong,39,6600,Finance & Investments,United States,TRUE,M,North America,youth
375,Dannine Avara,58,6600,Energy,United States,FALSE,F,North America,middle age
375,Patrick Drahi,58,6600,Telecom,France,TRUE,M,Europe,middle age
375,Scott Duncan,39,6600,Energy,United States,FALSE,M,North America,youth
375,Milane Frantz,52,6600,Energy,United States,FALSE,F,North America,middle age
375,Andreas Halvorsen,60,6600,Finance & Investments,Norway,TRUE,M,Europe,middle age
375,Law Kar Po,73,6600,Real Estate,Hong Kong,FALSE,M,,old age
375,Nicolas Puech,79,6600,Fashion & Retail,France,FALSE,M,Europe,old age
375,Viktor Rashnikov,73,6600,Manufacturing,Russia,TRUE,M,Europe,old age
375,Dmitry Rybolovlev,55,6600,Manufacturing,Russia,TRUE,M,Europe,middle age
375,Randa Duncan Williams,60,6600,Energy,United States,FALSE,F,North America,middle age
386,Chen Jianhua,51,6500,Manufacturing,China,TRUE,M,Asia,middle age
386,John Grayken,65,6500,Finance & Investments,Ireland,TRUE,M,Europe,old age
386,Ray Lee Hunt,78,6500,Energy,United States,FALSE,M,North America,old age
386,Philippe Laffont,54,6500,Finance & Investments,United States,TRUE,M,North America,middle age
386,"Henry Nicholas, III.",62,6500,Technology,United States,TRUE,M,North America,old age
386,Axel Oberwelland & siblings,55,6500,Food & Beverage,Germany,FALSE,M,Europe,middle age
386,Cliff Obrecht,36,6500,Technology,Australia,TRUE,M,Australia,youth
386,John Overdeck,52,6500,Finance & Investments,United States,TRUE,M,North America,middle age
386,Melanie Perkins,34,6500,Technology,Australia,TRUE,F,Australia,youth
386,Ruan Hongliang & family,61,6500,Manufacturing,China,TRUE,M,Asia,old age
386,David Siegel,60,6500,Finance & Investments,United States,TRUE,M,North America,middle age
386,David Velez,40,6500,Finance & Investments,Colombia,TRUE,M,South America,youth
398,Juergen Blickle,75,6400,Manufacturing,Germany,FALSE,M,Europe,old age
398,Cheng Xue,52,6400,Food & Beverage,China,TRUE,F,Asia,middle age
398,Jack Dangermond,76,6400,Technology,United States,TRUE,M,North America,old age
398,Jiang Weiping & family,67,6400,Manufacturing,China,TRUE,M,Asia,old age
398,Takahisa Takahara,60,6400,Fashion & Retail,Japan,FALSE,M,Asia,middle age
403,Orlando Bravo,51,6300,Finance & Investments,United States,TRUE,M,North America,middle age
403,Hong Ra-hee,76,6300,Technology,South Korea,FALSE,F,Asia,old age
403,"Edward Johnson, IV.",57,6300,Finance & Investments,United States,FALSE,M,North America,middle age
403,Li Xiaohua & family,60,6300,Manufacturing,China,TRUE,M,Asia,middle age
403,Sri Prakash Lohia,69,6300,Manufacturing,Indonesia,FALSE,M,Asia,old age
403,Miao Hangen,57,6300,Diversified,China,TRUE,M,Asia,middle age
403,Bobby Murphy,33,6300,Technology,United States,TRUE,M,North America,youth
403,Wu Jianshu,58,6300,Automotive,Hong Kong,TRUE,M,,middle age
411,Maria Asuncion Aramburuzabala & family,58,6200,Food & Beverage,Mexico,FALSE,F,North America,middle age
411,Melinda French Gates,57,6200,Technology,United States,FALSE,F,North America,middle age
411,Bruce Kovner,77,6200,Finance & Investments,United States,TRUE,M,North America,old age
411,Pham Nhat Vuong,53,6200,Diversified,Vietnam,TRUE,M,Asia,middle age
411,Michal Solowow,59,6200,Finance & Investments,Poland,TRUE,M,Europe,middle age
411,Leonard Stern,84,6200,Real Estate,United States,FALSE,M,North America,old age
411,Stef Wertheimer & family,95,6200,Manufacturing,Israel,TRUE,M,Asia,old age
418,Rocco Commisso,72,6100,Telecom,United States,TRUE,M,North America,old age
418,Jack Dorsey,45,6100,Technology,United States,TRUE,M,North America,middle age
418,Lin Li,58,6100,Finance & Investments,China,TRUE,M,Asia,middle age
418,George Lucas,77,6100,Media & Entertainment,United States,TRUE,M,North America,old age
418,Evan Spiegel,31,6100,Technology,United States,TRUE,M,North America,youth
418,Zhao Yan,55,6100,Diversified,China,TRUE,F,Asia,middle age
424,Tom Gores,57,6000,Finance & Investments,United States,TRUE,M,North America,middle age
424,Leo Koguan,67,6000,Technology,United States,TRUE,M,North America,old age
424,Alexei Kuzmichev,59,6000,Energy,Russia,TRUE,M,Europe,middle age
424,Fredrik Lundberg,70,6000,Real Estate,Sweden,FALSE,M,Europe,old age
424,John Morris,74,6000,Fashion & Retail,United States,TRUE,M,North America,old age
424,Ivar Tollefsen,60,6000,Real Estate,Norway,TRUE,M,Europe,middle age
424,"John, Alan & Bruce Wilson",,6000,Fashion & Retail,Australia,FALSE,M,Australia,NA
431,Stephen Bisciotti,61,5900,Sports,United States,TRUE,M,North America,old age
431,Mahendra Choksi & family,80,5900,Manufacturing,India,FALSE,M,Asia,old age
431,Jian Jun,58,5900,Healthcare,China,TRUE,F,Asia,middle age
431,Barry Lam,72,5900,Technology,Taiwan,TRUE,M,Asia,old age
431,Michael Moritz,67,5900,Technology,United States,TRUE,M,North America,old age
431,Teh Hong Piow,92,5900,Finance & Investments,Malaysia,TRUE,M,Asia,old age
431,Gary Wang,28,5900,Finance & Investments,United States,TRUE,M,North America,youth
438,Andre Esteves,53,5800,Finance & Investments,Brazil,TRUE,M,South America,middle age
438,Joshua Harris,57,5800,Finance & Investments,United States,TRUE,M,North America,middle age
438,Rakesh Jhunjhunwala,61,5800,Finance & Investments,India,TRUE,M,Asia,old age
438,Ken Langone,86,5800,Finance & Investments,United States,TRUE,M,North America,old age
438,Ludwig Merckle,57,5800,Finance & Investments,Germany,FALSE,M,Europe,middle age
438,Sandra Ortega Mera,53,5800,Fashion & Retail,Spain,FALSE,F,Europe,middle age
438,Terrence Pegula,71,5800,Energy,United States,TRUE,M,North America,old age
438,Karen Pritzker,64,5800,Finance & Investments,United States,FALSE,F,North America,old age
438,Mitchell Rales,65,5800,Manufacturing,United States,TRUE,M,North America,old age
438,Wolfgang Reimann,69,5800,Fashion & Retail,Germany,FALSE,M,Europe,old age
438,Matthias Reimann-Andersen,57,5800,Fashion & Retail,Germany,FALSE,M,Europe,middle age
438,Stefan Reimann-Andersen,58,5800,Fashion & Retail,Germany,FALSE,M,Europe,middle age
438,Renate Reimann-Haas,70,5800,Fashion & Retail,Germany,FALSE,F,Europe,old age
438,Ruan Liping,58,5800,Manufacturing,Hong Kong,TRUE,M,,middle age
438,Ruan Xueping,50,5800,Manufacturing,Hong Kong,TRUE,M,,middle age
438,Charles Simonyi,73,5800,Technology,United States,TRUE,M,North America,old age
438,John A. Sobrato & family,82,5800,Real Estate,United States,TRUE,M,North America,old age
438,David Steward,70,5800,Technology,United States,TRUE,M,North America,old age
438,Radovan Vitek,50,5800,Real Estate,Czechia,TRUE,M,Europe,middle age
438,Les Wexner & family,84,5800,Fashion & Retail,United States,TRUE,M,North America,old age
438,Aloys Wobben,70,5800,Energy,Germany,TRUE,M,Europe,old age
438,Sam Zell,80,5800,Real Estate,United States,TRUE,M,North America,old age
460,Anthony Bamford & family,76,5700,Construction & Engineering,United Kingdom,FALSE,M,Europe,old age
460,Rainer Blickle,74,5700,Manufacturing,Germany,FALSE,M,Europe,old age
460,Clive Calder,75,5700,Media & Entertainment,United Kingdom,TRUE,M,Europe,old age
460,Frits Goldschmeding,88,5700,Service,Netherlands,TRUE,M,Europe,old age
460,Ananda Krishnan,84,5700,Telecom,Malaysia,TRUE,M,Asia,old age
460,Joe Mansueto,65,5700,Finance & Investments,United States,TRUE,M,North America,old age
460,Odd Reitan & family,70,5700,Fashion & Retail,Norway,FALSE,M,Europe,old age
460,Antony Ressler,60,5700,Finance & Investments,United States,TRUE,M,North America,middle age
460,Tang Xiao'ou,54,5700,Technology,Hong Kong,TRUE,M,,middle age
460,Tse Ping,70,5700,Healthcare,China,TRUE,M,Asia,old age
460,Ken Xie,59,5700,Technology,United States,TRUE,M,North America,middle age
471,Tilman Fertitta,64,5600,Food & Beverage,United States,TRUE,M,North America,old age
471,Prajogo Pangestu,77,5600,Diversified,Indonesia,FALSE,M,Asia,old age
471,"Edward Roski, Jr.",83,5600,Real Estate,United States,FALSE,M,North America,old age
471,Teddy Sagi,50,5600,Gambling & Casinos,Israel,TRUE,M,Asia,middle age
471,Thomas Straumann,58,5600,Healthcare,Switzerland,FALSE,M,Europe,middle age
471,David Sun,70,5600,Technology,United States,TRUE,M,North America,old age
471,John Tu,80,5600,Technology,United States,TRUE,M,North America,old age
471,Erich Wesjohann & family,76,5600,Food & Beverage,Germany,TRUE,M,Europe,old age
471,Xu Jinfu,58,5600,Manufacturing,China,TRUE,M,Asia,middle age
480,Alexander Abramov,63,5500,Metals & Mining,Russia,TRUE,M,Europe,old age
480,Neil Bluhm,84,5500,Real Estate,United States,TRUE,M,North America,old age
480,Don Hankey,78,5500,Finance & Investments,United States,TRUE,M,North America,old age
480,Kwee brothers,,5500,Real Estate,Singapore,FALSE,M,Asia,NA
480,Jane Lauder,49,5500,Fashion & Retail,United States,FALSE,F,North America,middle age
480,Gwendolyn Sontheim Meyer,60,5500,Food & Beverage,United States,FALSE,F,North America,middle age
480,John Reece,65,5500,Manufacturing,United Kingdom,TRUE,M,Europe,old age
480,Eric Smidt,62,5500,Fashion & Retail,United States,TRUE,M,North America,old age
480,Viktor Vekselberg,64,5500,Energy,Russia,TRUE,M,Europe,old age
480,Ronald Wanek,80,5500,Manufacturing,United States,TRUE,M,North America,old age
490,Rene Benko,45,5400,Real Estate,Austria,TRUE,M,Europe,middle age
490,John Brown,87,5400,Healthcare,United States,TRUE,M,North America,old age
490,Chen Zhiping,46,5400,Manufacturing,China,TRUE,M,Asia,middle age
490,Andrew Currie,66,5400,Manufacturing,United Kingdom,TRUE,M,Europe,old age
490,Jim Davis & family,78,5400,Manufacturing,United States,TRUE,M,North America,old age
490,Charles Dolan & family,95,5400,Media & Entertainment,United States,TRUE,M,North America,old age
490,Tom Golisano,80,5400,Service,United States,TRUE,M,North America,old age
490,Hui Wing Mau,71,5400,Real Estate,Hong Kong,TRUE,M,,old age
490,Daniel Kretinsky,46,5400,Energy,Czechia,TRUE,M,Europe,middle age
490,Massimiliana Landini Aleotti & family,79,5400,Healthcare,Italy,FALSE,F,Europe,old age
490,Joe Lewis,85,5400,Finance & Investments,United Kingdom,TRUE,M,Europe,old age
490,Li Chunan,53,5400,Manufacturing,China,TRUE,M,Asia,middle age
490,Lin Muqin & family,58,5400,Food & Beverage,China,TRUE,M,Asia,middle age
490,Shigenobu Nagamori,77,5400,Manufacturing,Japan,TRUE,M,Asia,old age
490,Kjell Inge Rokke,63,5400,Logistics,Norway,TRUE,M,Europe,old age
490,Wang Wenjing,57,5400,Technology,China,TRUE,M,Asia,middle age
490,Chris Xu,38,5400,Fashion & Retail,China,TRUE,M,Asia,youth
490,Samuel Yin,71,5400,Diversified,Taiwan,FALSE,M,Asia,old age
490,M.A. Yusuff Ali,66,5400,Fashion & Retail,India,TRUE,M,Asia,old age
509,Denise Coates,54,5300,Gambling & Casinos,United Kingdom,TRUE,F,Europe,middle age
509,Ken Fisher,71,5300,Finance & Investments,United States,TRUE,M,North America,old age
509,Peter Grogg,80,5300,Healthcare,Switzerland,TRUE,M,Europe,old age
509,Dietmar Hopp & family,81,5300,Technology,Germany,TRUE,M,Europe,old age
509,Sumet Jiaravanon,87,5300,Diversified,Thailand,FALSE,M,Asia,old age
509,Nathan Kirsh,90,5300,Fashion & Retail,Eswatini (Swaziland),TRUE,M,,old age
509,Forrest Li,44,5300,Media & Entertainment,Singapore,TRUE,M,Asia,youth
509,Rudolf Maag,76,5300,Healthcare,Switzerland,TRUE,M,Europe,old age
509,Gary Rollins,77,5300,Service,United States,FALSE,M,North America,old age
509,Ugur Sahin,56,5300,Healthcare,Germany,TRUE,M,Europe,middle age
509,Mark Scheinberg,48,5300,Gambling & Casinos,Canada,TRUE,M,North America,middle age
509,Shen Guojun,59,5300,Fashion & Retail,China,TRUE,M,Asia,middle age
509,Chip Wilson,65,5300,Fashion & Retail,Canada,TRUE,M,North America,old age
509,Zhang Yong,51,5300,Food & Beverage,Singapore,TRUE,M,Asia,middle age
523,James Chambers,64,5200,Media & Entertainment,United States,FALSE,M,North America,old age
523,Chen Fashu,61,5200,Finance & Investments,China,TRUE,M,Asia,old age
523,Jaran Chiaravanont,92,5200,Diversified,Thailand,FALSE,M,Asia,old age
523,Ravi Jaipuria,67,5200,Food & Beverage,India,FALSE,M,Asia,old age
523,Koon Poh Keong,60,5200,Manufacturing,Malaysia,TRUE,M,Asia,middle age
523,Li Liangbin,54,5200,Manufacturing,China,TRUE,M,Asia,middle age
523,Liang Feng,53,5200,Manufacturing,China,TRUE,M,Asia,middle age
523,Wolfgang Marguerre & family,80,5200,Healthcare,Germany,TRUE,M,Europe,old age
523,Katharine Rayner,77,5200,Media & Entertainment,United States,FALSE,F,North America,old age
523,Carlos Rodriguez-Pastor,62,5200,Finance & Investments,Peru,FALSE,M,South America,old age
523,Margaretta Taylor,79,5200,Media & Entertainment,United States,FALSE,F,North America,old age
523,You Xiaoping,64,5200,Manufacturing,China,TRUE,M,Asia,old age
523,Eric Yuan & family,52,5200,Technology,United States,TRUE,M,North America,middle age
536,Robert Bass,74,5100,Energy,United States,FALSE,M,North America,old age
536,Alexandre Behring,55,5100,Finance & Investments,Brazil,TRUE,M,South America,middle age
536,Chan Laiwa & family,81,5100,Real Estate,China,TRUE,F,Asia,old age
536,Jeff Greene,67,5100,Real Estate,United States,TRUE,M,North America,old age
536,Montri Jiaravanont,91,5100,Diversified,Thailand,FALSE,M,Asia,old age
536,Charles B. Johnson,89,5100,Finance & Investments,United States,FALSE,M,North America,old age
536,Elizabeth Johnson,58,5100,Finance & Investments,United States,FALSE,F,North America,middle age
536,Lin Bin,54,5100,Technology,United States,TRUE,M,North America,middle age
536,Hiroshi Mikitani,57,5100,Fashion & Retail,Japan,TRUE,M,Asia,middle age
536,Isaac Perlmutter,79,5100,Media & Entertainment,United States,TRUE,M,North America,old age
536,Michael Pieper,76,5100,Manufacturing,Switzerland,TRUE,M,Europe,old age
536,Issad Rebrab & family,78,5100,Food & Beverage,Algeria,TRUE,M,Africa,old age
536,Tsai Hong-tu,69,5100,Finance & Investments,Taiwan,FALSE,M,Asia,old age
536,Richard Tsai,64,5100,Finance & Investments,Taiwan,FALSE,M,Asia,old age
536,Wang Junshi & family,73,5100,Manufacturing,China,TRUE,M,Asia,old age
536,Wang Yanqing & family,55,5100,Manufacturing,China,TRUE,M,Asia,middle age
552,Shari Arison,64,5000,Service,Israel,FALSE,F,Asia,old age
552,Alain Bouchard,73,5000,Fashion & Retail,Canada,TRUE,M,North America,old age
552,"Austen Cargill, II.",71,5000,Food & Beverage,United States,FALSE,M,North America,old age
552,"James Cargill, II.",72,5000,Food & Beverage,United States,FALSE,M,North America,old age
552,Ben Chestnut,47,5000,Technology,United States,TRUE,M,North America,middle age
552,Wei Fang,48,5000,Manufacturing,China,TRUE,M,Asia,middle age
552,Leonid Fedun,66,5000,Energy,Russia,TRUE,M,Europe,old age
552,Johann Graf,75,5000,Gambling & Casinos,Austria,TRUE,M,Europe,old age
552,Huang Chulong,63,5000,Real Estate,Canada,TRUE,M,North America,old age
552,Huang Yi,60,5000,Automotive,Hong Kong,TRUE,M,,middle age
552,Vladimir Kim,61,5000,Metals & Mining,Kazakhstan,TRUE,M,Europe,old age
552,Dan Kurzius,50,5000,Technology,United States,TRUE,M,North America,middle age
552,Ronald Lauder,78,5000,Fashion & Retail,United States,FALSE,M,North America,old age
552,Marianne Liebmann,68,5000,Food & Beverage,United States,FALSE,F,North America,old age
552,Tobi Lutke,41,5000,Technology,Canada,TRUE,M,North America,youth
552,Thomas Pritzker,71,5000,Finance & Investments,United States,FALSE,M,North America,old age
552,Scott Shleifer,44,5000,Finance & Investments,United States,TRUE,M,North America,youth
552,Autry Stephens,83,5000,Energy,United States,TRUE,M,North America,old age
552,Peter Thiel,54,5000,Finance & Investments,United States,TRUE,M,North America,middle age
552,Tsai Cheng-ta,72,5000,Finance & Investments,Taiwan,FALSE,M,Asia,old age
552,Maximilian Viessmann,,5000,Manufacturing,Germany,FALSE,M,Europe,NA
552,Hansjoerg Wyss,87,5000,Healthcare,Switzerland,TRUE,M,Europe,old age
552,Xiao Yongming & family,57,5000,Diversified,China,TRUE,M,Asia,middle age
552,Zhang Tao,49,5000,Fashion & Retail,China,TRUE,M,Asia,middle age
552,Daniel Ziff,50,5000,Finance & Investments,United States,FALSE,M,North America,middle age
